file_name_react,smiles_react,data,IP_Boltz_react,IP_Emin_react,EA_Boltz_react,EA_Emin_react,HOMO_Boltz_react,HOMO_Emin_react,LUMO_Boltz_react,LUMO_Emin_react,dipole_Boltz_react,dipole_Emin_react,electro_Boltz_react,electro_Emin_react,nucleo_Boltz_react,nucleo_Emin_react,electrofug_Boltz_react,electrofug_Emin_react,nucleofug_Boltz_react,nucleofug_Emin_react,SASA_area_Boltz_react,SASA_area_Emin_react,SASA_vol_Boltz_react,SASA_vol_Emin_react,Dispersion_area_Boltz_react,Dispersion_area_Emin_react,Dispersion_vol_Boltz_react,Dispersion_vol_Emin_react,Dispersion_P_int_Boltz_react,Dispersion_P_int_Emin_react,VBur_Boltz_react,VBur_Emin_react,Free_VBur_Boltz_react,Free_VBur_Emin_react,Sasa_distal_VBur_Boltz_react,Sasa_distal_VBur_Emin_react,Sasa_mol_VBur_Boltz_react,Sasa_mol_VBur_Emin_react,Buried_distal_VBur_Boltz_react,Buried_distal_VBur_Emin_react,Buried_mol_VBur_Boltz_react,Buried_mol_VBur_Emin_react,Pyr_alpha_Boltz_react,Pyr_alpha_Emin_react,Pyr_P_Boltz_react,Pyr_P_Emin_react,Pyr_P_angle_Boltz_react,Pyr_P_angle_Emin_react,Sterimol_L_Boltz_react,Sterimol_L_Emin_react,Sterimol_B_1_Boltz_react,Sterimol_B_1_Emin_react,Sterimol_B_5_Boltz_react,Sterimol_B_5_Emin_react,Sterimol_bur_L_Boltz_react,Sterimol_bur_L_Emin_react,Sterimol_bur_B_1_Boltz_react,Sterimol_bur_B_1_Emin_react,Sterimol_bur_B_5_Boltz_react,Sterimol_bur_B_5_Emin_react,smiles_ligand,IP_Boltz_ligand,IP_Emin_ligand,EA_Boltz_ligand,EA_Emin_ligand,HOMO_Boltz_ligand,HOMO_Emin_ligand,LUMO_Boltz_ligand,LUMO_Emin_ligand,dipole_Boltz_ligand,dipole_Emin_ligand,electro_Boltz_ligand,electro_Emin_ligand,nucleo_Boltz_ligand,nucleo_Emin_ligand,electrofug_Boltz_ligand,electrofug_Emin_ligand,nucleofug_Boltz_ligand,nucleofug_Emin_ligand,SASA_area_Boltz_ligand,SASA_area_Emin_ligand,SASA_vol_Boltz_ligand,SASA_vol_Emin_ligand,Dispersion_area_Boltz_ligand,Dispersion_area_Emin_ligand,Dispersion_vol_Boltz_ligand,Dispersion_vol_Emin_ligand,Dispersion_P_int_Boltz_ligand,Dispersion_P_int_Emin_ligand,VBur_Boltz_ligand,VBur_Emin_ligand,Free_VBur_Boltz_ligand,Free_VBur_Emin_ligand,Sasa_distal_VBur_Boltz_ligand,Sasa_distal_VBur_Emin_ligand,Sasa_mol_VBur_Boltz_ligand,Sasa_mol_VBur_Emin_ligand,Buried_distal_VBur_Boltz_ligand,Buried_distal_VBur_Emin_ligand,Buried_mol_VBur_Boltz_ligand,Buried_mol_VBur_Emin_ligand,Pyr_alpha_Boltz_ligand,Pyr_alpha_Emin_ligand,Pyr_P_Boltz_ligand,Pyr_P_Emin_ligand,Pyr_P_angle_Boltz_ligand,Pyr_P_angle_Emin_ligand,Cone_angle_Boltz_ligand,Cone_angle_Emin_ligand,Solid_angle_Boltz_ligand,Solid_angle_Emin_ligand,Solid_angle_G_Boltz_ligand,Solid_angle_G_Emin_ligand,Cone_angle_NAtoms_Boltz_ligand,Cone_angle_NAtoms_Emin_ligand,Sterimol_L_Boltz_ligand,Sterimol_L_Emin_ligand,Sterimol_B_1_Boltz_ligand,Sterimol_B_1_Emin_ligand,Sterimol_B_5_Boltz_ligand,Sterimol_B_5_Emin_ligand,Sterimol_bur_L_Boltz_ligand,Sterimol_bur_L_Emin_ligand,Sterimol_bur_B_1_Boltz_ligand,Sterimol_bur_B_1_Emin_ligand,Sterimol_bur_B_5_Boltz_ligand,Sterimol_bur_B_5_Emin_ligand,ratio
QIGSPXPODKLGRK-UHFFFAOYSA-N_conf_0.gjf,C#CCOC(C)(C)C,0,8.70610954,8.754761919,0.289834008,0.271289887,-0.391992401,-0.393394206,-0.160309629,-0.160432872,0.597488347,0.571109674,0.162324351,0.163855262,-8.70610954,-8.754761919,8.868433891,8.918617181,4.718490343,4.738565375,303.8622025,301.6114906,434.4996632,432.5285845,196.4233927,195.5909217,179.3823642,179.24994,15.2810258,15.30654163,48.39700903,50.03503277,131.197371,129.5593473,83.24741132,81.45206936,131.6444204,131.4871021,83.26058839,81.45175206,131.6575974,131.4867848,30.11352219,30.14614025,0.0000422,0.0000543,0.528020678,0.482950232,3.745779722,3.746005914,1.7,1.7,5.336128488,5.471766224,3.745779722,3.746005914,1.7,1.7,5.336128488,5.471766224,CC1(C)OB(/[Cu]=C2N(C3=C(C)C=C(C)C=C3C)C=CN/2C4=C(C)C=C(C)C=C4C)OC1(C)C,5.982462764,5.986137343,4.423053711,4.423386727,-0.277278519,-0.277261653,-0.2315491,-0.231558517,2.676235642,2.679185612,0.603166487,0.603721418,-5.982462764,-5.986137343,6.585629251,6.589858761,1.026112776,1.026334691,722.844731,722.1033057,1291.076561,1289.953134,599.8105031,596.7527206,620.9256948,618.6124521,21.58094706,21.50741659,112.0663794,112.0184803,67.5280006,67.57589973,404.4257757,404.3821984,516.4921551,516.4006787,404.6048637,404.7226033,516.6712431,516.7410836,28.06784277,28.08975987,0.086901675,0.086269677,6.370421311,6.36953559,288.3992979,288.4637423,8.875462223,8.870261607,70.62868425,70.58729906,3,3,9.34329428,9.344435293,4.26518527,4.266345251,8.264892929,8.264916687,8.273273039,8.273785433,4.26518527,4.266345251,6.790333673,6.790182677,1.237907151
QXSWHQGIEKUBAS-UHFFFAOYSA-N_conf_0.gjf,C#Cc1ccc(F)cc1,0,8.89485764,8.89485764,3.979960526,3.979960526,-0.397729816,-0.397729816,-0.254324764,-0.254324764,0.806043901,0.806043901,0.825512251,0.825512251,-8.89485764,-8.89485764,9.720369891,9.720369891,1.691551724,1.691551724,289.7921188,289.7921188,400.4144175,400.4144175,168.1364362,168.1364362,147.6560383,147.6560383,16.55012732,16.55012732,44.86094244,44.86094244,134.7334376,134.7334376,81.70709036,81.70709036,126.5680328,126.5680328,81.61401703,81.61401703,126.4749595,126.4749595,-30.00000035,-30.00000035,2,2,0.053024351,0.053024351,3.749466802,3.749466802,1.700342208,1.700342208,3.238518889,3.238518889,3.749466802,3.749466802,1.700342208,1.700342208,3.238518889,3.238518889,CC1(C)OB(/[Cu]=C2N(C3=C(C(C)C)C=CC=C3C(C)C)C=CN/2C4=C(C(C)C)C=CC=C4C(C)C)OC1(C)C,5.905922233,5.905779038,4.50259645,4.502241339,-0.2795879,-0.279579399,-0.234028297,-0.234013773,2.737877627,2.737889198,0.61889978,0.618767182,-5.905922233,-5.905779038,6.524822013,6.52454622,0.962303331,0.962525844,789.0676933,789.2630771,1495.059231,1495.312378,688.8127083,689.0669218,752.589056,752.6303185,22.3088482,22.31019378,127.0670068,127.0533597,52.52737325,52.54102032,493.5168132,493.5490151,620.58382,620.6023748,493.3004885,493.3298306,620.3674953,620.3831903,39.77737962,39.14881839,0.185461211,0.187700517,4.804313096,4.864310811,311.6352207,311.6437072,9.953256324,9.953293548,79.20549719,79.20579341,3,3,9.696416295,9.695585978,5.120691517,5.122232872,7.186021193,7.185087952,7.910156087,7.910084,5.120691517,5.122232872,6.759387306,6.758792189,1.125538905
YYKXHHPUGFJFKF-UHFFFAOYSA-N_conf_0.gjf,CC#Cc1c(C)cccc1C,0,7.739937924,7.739937924,3.500063263,3.500063263,-0.367783763,-0.367783763,-0.227577831,-0.227577831,0.526069187,0.526069187,0.562456185,0.562456185,-7.739937924,-7.739937924,8.302394108,8.302394108,1.908392922,1.908392922,357.7225667,357.7225667,521.9561236,521.9561236,237.2535797,237.2535797,215.2700121,215.2700121,17.2573153,17.2573153,82.00415443,82.00415443,97.5902256,97.5902256,97.42886697,97.42886697,179.4330214,179.4330214,97.64889343,97.64889343,179.6530479,179.6530479,35.65659542,35.65659542,0.0000463,0.0000463,0.127997095,0.127997095,4.748510029,4.748510029,1.979575335,1.979575335,4.459177845,4.459177845,4.748510029,4.748510029,1.979575335,1.979575335,4.459177845,4.459177845,CC1(C)OB([Cu][P](C2=CC=C(C)C=C2)(C3=CC=C(C)C=C3)C4=CC=C(C)C=C4)OC1(C)C,6.17771244,6.177714733,5.045072557,5.045071688,-0.295659277,-0.295659243,-0.25229574,-0.252295734,2.951952397,2.95195357,0.850180561,0.850180483,-6.17771244,-6.177714733,7.027893001,7.027895216,0.651108004,0.651108795,792.8937054,792.8936365,1329.155822,1329.15572,598.4382298,598.438175,610.3343777,610.3343149,20.96499006,20.96499127,96.56215455,96.56210132,83.03222548,83.03227871,415.5621509,415.5621601,512.1243054,512.1242614,415.6418731,415.6418812,512.2040276,512.2039825,34.37232104,34.37229967,0.038579088,0.038579442,3.760649715,3.760675521,290.1202849,290.1201174,7.195225509,7.195212205,57.25778532,57.25767945,3,3,10.07982322,10.0798247,4.691318178,4.691314927,7.515018982,7.515019502,7.282131398,7.282134298,4.56834875,4.568348922,7.472573437,7.472573777,-2.720725073
LKYRTZYCIQYMMV-UHFFFAOYSA-N_conf_0.gjf,c8(C#CCSC9=CC=CC=C9)ccccc8,1,7.387917982,7.389884954,4.563928057,4.564393329,-0.35983672,-0.359842982,-0.245965201,-0.246009259,0.77806175,0.779342042,0.822900892,0.823301755,-7.387917982,-7.389884954,8.210818875,8.213186709,1.104972835,1.104908426,430.2683155,429.9333053,669.5184575,669.2800995,298.3565879,297.7496465,288.6607924,288.187304,19.95713594,19.95034873,105.0575377,105.2462477,74.53684229,74.34813236,151.0504721,150.8149644,256.1080099,256.0612121,151.2847286,151.0947566,256.3422664,256.3410042,80.88161582,80.89352759,0.007876635,0.007885033,0.724742379,0.720847296,7.971891104,7.971893571,2.078104654,2.079503549,6.823011214,6.8466262,7.492015354,7.492010767,2.078104654,2.079503549,6.822342128,6.8466262,CC1(C)C2=C(C([P](C3=CC=CC=C3)(C4=CC=CC=C4)[Cu]5B6OC(C)(C)C(C)(C)O6)=CC=C2)OC7=C([P]5(C8=CC=CC=C8)C9=CC=CC=C9)C=CC=C71,5.581480106,5.692844584,5.267623006,5.257441229,-0.297445583,-0.29452555,-0.251004732,-0.252573723,2.082286984,1.99389446,0.873049733,0.881922445,-5.581480106,-5.692844584,6.454529839,6.574767029,0.451426726,0.470481216,875.4880775,860.8544678,1721.761119,1709.392612,766.7846102,760.8906464,889.3030463,890.7189691,25.14801612,25.35577255,130.0459548,120.6064034,49.54842527,58.98797661,644.6579464,652.5818942,774.7039012,773.1882976,645.2385092,652.958791,775.2844639,773.5651944,55.70354822,32.33757418,0.163384283,0.094289743,3.452871453,5.788284122,104.5586192,104.1580072,10.26541459,10.26930287,75.81176856,71.22393761,2.590225153,2,9.907321451,9.885681229,3.856295228,3.896419559,8.359163398,8.326858528,7.110381438,7.054033247,3.854778505,3.896419559,7.928201755,7.950357666,-1.554040347
LZULAZTXJLWELL-UHFFFAOYSA-N_conf_0.gjf,C#CCCCC(=O)OC,0,8.947189183,8.97987804,2.576456726,2.46026093,-0.40342212,-0.403087724,-0.227659409,-0.224586321,0.871564348,0.910497429,0.497432436,0.478225999,-8.947189183,-8.97987804,9.444621619,9.458104039,2.76697571,2.863965069,316.9320426,301.9999526,450.7739589,436.920006,202.5148929,195.7116485,180.1268298,178.5003169,15.56973612,15.81903219,54.04585655,64.47897604,125.5485235,115.115404,85.65542269,74.32098919,139.7012792,138.7999652,85.64673205,74.37394331,139.6925886,138.8529193,57.68383065,89.24875669,0.000107269,0.00020097,0.658249439,0.783800457,3.745354831,3.745614998,1.712455769,1.721865285,6.003885438,5.376928128,3.745354831,3.745614998,1.712455769,1.721865285,5.39504701,5.376928128,CC1(C)OB(/[Cu]=C2N(C3=C(C)C=C(C)C=C3C)C=CN/2C4=C(C)C=C(C)C=C4C)OC1(C)C,5.982462764,5.986137343,4.423053711,4.423386727,-0.277278519,-0.277261653,-0.2315491,-0.231558517,2.676235642,2.679185612,0.603166487,0.603721418,-5.982462764,-5.986137343,6.585629251,6.589858761,1.026112776,1.026334691,722.844731,722.1033057,1291.076561,1289.953134,599.8105031,596.7527206,620.9256948,618.6124521,21.58094706,21.50741659,112.0663794,112.0184803,67.5280006,67.57589973,404.4257757,404.3821984,516.4921551,516.4006787,404.6048637,404.7226033,516.6712431,516.7410836,28.06784277,28.08975987,0.086901675,0.086269677,6.370421311,6.36953559,288.3992979,288.4637423,8.875462223,8.870261607,70.62868425,70.58729906,3,3,9.34329428,9.344435293,4.26518527,4.266345251,8.264892929,8.264916687,8.273273039,8.273785433,4.26518527,4.266345251,6.790333673,6.790182677,-0.858536702
XTYBMJQHLYVUBK-UHFFFAOYSA-N_conf_0.gjf,COCC#Cc1ccccc1,1,8.138858508,8.145785398,3.793433711,3.795587049,-0.385162935,-0.385294838,-0.242051682,-0.242139884,0.593810015,0.592885278,0.682923954,0.684308726,-8.138858508,-8.145785398,8.821782463,8.830094124,1.735490244,1.734721676,358.137065,357.8718908,512.9970374,512.870726,228.91831,229.96271,203.6559819,203.7029322,16.83113302,16.89106661,87.74298363,87.99300449,91.8513964,91.60137554,87.97984128,87.63114438,175.7228249,175.6241489,88.06387545,87.82996024,175.8068591,175.8229647,78.02018795,77.92310159,0.03399417,0.034817354,1.723638616,1.754527348,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,CC1(C)OB([Cu]([P](C2=CC=CC=C2)(C3=CC=CC=C3)CC4)[P]4(C5=CC=CC=C5)C6=CC=CC=C6)OC1(C)C,5.889731021,5.898210325,5.055130517,5.039727096,-0.300446516,-0.299873019,-0.2487042,-0.248011918,2.092648487,2.104275615,0.818558689,0.813213486,-5.889731021,-5.898210325,6.708289711,6.711423811,0.609428172,0.61948639,746.4491317,740.3339255,1383.166009,1375.908557,600.0567007,595.9154771,687.7716778,687.6725333,23.3279864,23.34998175,114.051984,114.0234795,65.542396,65.5709005,479.7521055,479.0292517,593.8040895,593.0527312,479.9865279,479.1917127,594.0385119,593.2151922,35.39945839,37.37344527,0.418603818,0.474556948,6.18101282,5.853362985,272.7017463,272.4387603,8.515648752,8.561252493,67.76537962,68.12828267,3,3,9.588369546,9.586886191,4.495752306,4.469713076,9.192955997,9.152464569,7.351239638,7.360257699,4.493295459,4.469713076,7.40814366,7.109580364,-0.94015966
JKANAVGODYYCQF-UHFFFAOYSA-N_conf_0.gjf,C#CCN,0,9.283678243,9.283678243,-0.002002205,-0.002002205,-0.373522464,-0.373522464,-0.158014664,-0.158014664,0.360297938,0.360297938,0.174034698,0.174034698,-9.283678243,-9.283678243,9.457712941,9.457712941,5.022036903,5.022036903,210.9512879,210.9512879,262.285082,262.285082,115.9691085,115.9691085,91.98838161,91.98838161,13.28754811,13.28754811,42.64153276,42.64153276,136.9528473,136.9528473,19.56826459,19.56826459,62.20979735,62.20979735,19.52792141,19.52792141,62.16945417,62.16945417,89.99882767,89.99882767,0.000000401,0.000000401,0.000447077,0.000447077,3.745553286,3.745553286,1.7,1.7,3.277195942,3.277195942,3.745553286,3.745553286,1.7,1.7,3.277195942,3.277195942,CC1(C)OB(/[Cu]=C2N(C3=C(C)C=C(C)C=C3C)C=CN/2C4=C(C)C=C(C)C=C4C)OC1(C)C,5.982462764,5.986137343,4.423053711,4.423386727,-0.277278519,-0.277261653,-0.2315491,-0.231558517,2.676235642,2.679185612,0.603166487,0.603721418,-5.982462764,-5.986137343,6.585629251,6.589858761,1.026112776,1.026334691,722.844731,722.1033057,1291.076561,1289.953134,599.8105031,596.7527206,620.9256948,618.6124521,21.58094706,21.50741659,112.0663794,112.0184803,67.5280006,67.57589973,404.4257757,404.3821984,516.4921551,516.4006787,404.6048637,404.7226033,516.6712431,516.7410836,28.06784277,28.08975987,0.086901675,0.086269677,6.370421311,6.36953559,288.3992979,288.4637423,8.875462223,8.870261607,70.62868425,70.58729906,3,3,9.34329428,9.344435293,4.26518527,4.266345251,8.264892929,8.264916687,8.273273039,8.273785433,4.26518527,4.266345251,6.790333673,6.790182677,0.93883424
XTYBMJQHLYVUBK-UHFFFAOYSA-N_conf_0.gjf,COCC#Cc1ccccc1,1,8.138858508,8.145785398,3.793433711,3.795587049,-0.385162935,-0.385294838,-0.242051682,-0.242139884,0.593810015,0.592885278,0.682923954,0.684308726,-8.138858508,-8.145785398,8.821782463,8.830094124,1.735490244,1.734721676,358.137065,357.8718908,512.9970374,512.870726,228.91831,229.96271,203.6559819,203.7029322,16.83113302,16.89106661,87.74298363,87.99300449,91.8513964,91.60137554,87.97984128,87.63114438,175.7228249,175.6241489,88.06387545,87.82996024,175.8068591,175.8229647,78.02018795,77.92310159,0.03399417,0.034817354,1.723638616,1.754527348,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,CC1(C)OB([Cu][P](OC(C)(C)C)(OC(C)(C)C)C2=CC=CC=C2)OC1(C)C,6.372974375,6.377714019,4.050132908,4.043321759,-0.304011964,-0.304248399,-0.24487392,-0.244605814,2.018207683,2.000889412,0.542356403,0.541074617,-6.372974375,-6.377714019,6.915330778,6.918788635,1.338223494,1.343752858,688.8024898,688.5024768,1177.025412,1176.918554,541.0283043,541.6096527,560.051767,561.0996106,20.31610208,20.31650091,114.4441744,114.8340556,65.15020566,64.7603244,337.4449163,337.1660346,451.8890907,452.0000902,337.4851465,337.1736187,451.9293208,452.0076743,45.21061575,46.00118276,0.063516803,0.078446491,2.617715176,2.854008855,298.5611733,295.9756287,8.711796823,8.731257507,69.32627638,69.48113958,3,3,9.967092439,9.947742495,3.892623534,3.901522922,6.017102576,5.994833711,7.165367409,7.178820713,3.892623534,3.901522922,6.017102576,5.994833711,-0.658540485
MYBSUWNEMXUTAX-UHFFFAOYSA-N_conf_0.gjf,C#Cc1ccccc1C,0,8.372409731,8.372409731,3.617663986,3.617663986,-0.382283961,-0.382283961,-0.238403087,-0.238403087,0.180267504,0.180267504,0.664502928,0.664502928,-8.372409731,-8.372409731,9.036912659,9.036912659,1.892838942,1.892838942,300.8830461,300.8830461,425.5665729,425.5665729,186.8471037,186.8471037,167.5604359,167.5604359,16.95870626,16.95870626,49.24328294,49.24328294,130.3510971,130.3510971,85.39983134,85.39983134,134.6431143,134.6431143,85.47681995,85.47681995,134.7201029,134.7201029,-29.99993845,-29.99993845,1.999999981,1.999999981,0.550185781,0.550185781,3.74970129,3.74970129,1.790626382,1.790626382,4.443740991,4.443740991,3.74970129,3.74970129,1.790626382,1.790626382,4.443740991,4.443740991,CC1(C)OB(/[Cu]=C2N(C3=C(C(C)C)C=CC=C3C(C)C)C=CN/2C4=C(C(C)C)C=CC=C4C(C)C)OC1(C)C,5.905922233,5.905779038,4.50259645,4.502241339,-0.2795879,-0.279579399,-0.234028297,-0.234013773,2.737877627,2.737889198,0.61889978,0.618767182,-5.905922233,-5.905779038,6.524822013,6.52454622,0.962303331,0.962525844,789.0676933,789.2630771,1495.059231,1495.312378,688.8127083,689.0669218,752.589056,752.6303185,22.3088482,22.31019378,127.0670068,127.0533597,52.52737325,52.54102032,493.5168132,493.5490151,620.58382,620.6023748,493.3004885,493.3298306,620.3674953,620.3831903,39.77737962,39.14881839,0.185461211,0.187700517,4.804313096,4.864310811,311.6352207,311.6437072,9.953256324,9.953293548,79.20549719,79.20579341,3,3,9.696416295,9.695585978,5.120691517,5.122232872,7.186021193,7.185087952,7.910156087,7.910084,5.120691517,5.122232872,6.759387306,6.758792189,0.501676694
XTYBMJQHLYVUBK-UHFFFAOYSA-N_conf_0.gjf,COCC#Cc1ccccc1,1,8.138858508,8.145785398,3.793433711,3.795587049,-0.385162935,-0.385294838,-0.242051682,-0.242139884,0.593810015,0.592885278,0.682923954,0.684308726,-8.138858508,-8.145785398,8.821782463,8.830094124,1.735490244,1.734721676,358.137065,357.8718908,512.9970374,512.870726,228.91831,229.96271,203.6559819,203.7029322,16.83113302,16.89106661,87.74298363,87.99300449,91.8513964,91.60137554,87.97984128,87.63114438,175.7228249,175.6241489,88.06387545,87.82996024,175.8068591,175.8229647,78.02018795,77.92310159,0.03399417,0.034817354,1.723638616,1.754527348,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,5.098429746,5.044325464,1.947458545,1.945781747,4.397790681,4.424793914,CC1(C)OB([Cu][P](OC(C)C)(OC(C)C)C2=CC=CC=C2)OC1(C)C,6.411919867,6.407457198,4.219699399,4.244171614,-0.303339845,-0.303318442,-0.250692238,-0.251186665,2.534714112,2.635573619,0.59459828,0.601083475,-6.411919867,-6.407457198,7.006518147,7.008540673,1.220898882,1.202911861,660.3372159,655.6619023,1107.720564,1103.130164,507.4050755,504.9084277,514.9993018,513.9056392,20.06261136,20.13909333,100.6645593,101.6012699,78.92982071,77.99311008,317.5797621,316.6571606,418.2443214,418.2584306,317.5743425,316.6593803,418.2389018,418.2606503,37.86203418,36.19366718,0.067934948,0.069480742,3.873598779,4.104960145,291.3563104,288.612925,7.574130373,7.572223324,60.27301442,60.25783861,3,3,10.10756465,10.13498963,4.132208309,4.210457373,5.950898197,5.966089638,7.283031163,7.330847988,4.130438176,4.210457373,5.950898197,5.966089638,-0.555540185
BTDWSZJDLLLTMI-UHFFFAOYSA-N_conf_0.gjf,CCCC#CCO,0,8.683762654,8.705800062,0.447760509,0.397389478,-0.393490058,-0.393985172,-0.156915974,-0.155814307,0.889696003,0.875615545,0.175562095,0.1722204,-8.683762654,-8.705800062,8.859324749,8.878020462,4.573801586,4.620830922,299.304714,297.1596489,406.2141982,404.7577958,187.2459167,186.8010327,158.4928722,158.5019349,14.71038039,14.75654822,81.27447446,82.16417785,98.31990557,97.43020218,42.92859565,41.91786362,124.2030701,124.0820415,42.99005686,42.04568916,124.2645313,124.209867,77.2607821,76.94332466,0.039046417,0.042511299,1.992782276,2.101719194,5.024345186,5.015062542,1.922431881,1.999729592,4.281125744,4.552978864,5.024345186,5.015062542,1.922431881,1.999729592,4.281125744,4.552978864,CC(O1)(C)C(C)(C)OB1[Cu][P](C2CCCCC2)(C3CCCCC3)C4CCCCC4,6.239026915,6.236524887,2.613363402,2.549242946,-0.295710189,-0.296062864,-0.174829447,-0.171560547,2.504308433,2.466512898,0.237153386,0.227371055,-6.239026915,-6.236524887,6.4761803,6.463895942,2.469789984,2.52412811,696.7960824,687.7307912,1241.017199,1234.090887,559.7072818,557.1238961,620.4995323,620.4704253,20.40458216,20.48078257,107.3461106,107.0033675,72.24826943,72.59101254,376.3828079,376.7987559,483.7289185,483.8021234,376.240429,376.5411026,483.5865396,483.54447,36.72824227,31.05625285,0.22389887,0.264546003,6.189257336,7.096222399,280.4851813,274.4261234,8.208756369,8.140240076,65.32320764,64.77797231,3,3,9.683467935,9.583006443,4.282650093,4.184005418,6.664996739,6.635797136,7.447795111,7.503944196,4.282650093,4.184005418,6.664996739,6.635797136,-1.531553209
LKYRTZYCIQYMMV-UHFFFAOYSA-N_conf_0.gjf,c8(C#CCSC9=CC=CC=C9)ccccc8,0,7.387917982,7.389884954,4.563928057,4.564393329,-0.35983672,-0.359842982,-0.245965201,-0.246009259,0.77806175,0.779342042,0.822900892,0.823301755,-7.387917982,-7.389884954,8.210818875,8.213186709,1.104972835,1.104908426,430.2683155,429.9333053,669.5184575,669.2800995,298.3565879,297.7496465,288.6607924,288.187304,19.95713594,19.95034873,105.0575377,105.2462477,74.53684229,74.34813236,151.0504721,150.8149644,256.1080099,256.0612121,151.2847286,151.0947566,256.3422664,256.3410042,80.88161582,80.89352759,0.007876635,0.007885033,0.724742379,0.720847296,7.971891104,7.971893571,2.078104654,2.079503549,6.823011214,6.8466262,7.492015354,7.492010767,2.078104654,2.079503549,6.822342128,6.8466262,CC(O1)(C)C(C)(C)OB1[Cu][P](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,6.334507502,6.334513412,5.206147183,5.206145431,-0.30192517,-0.301925104,-0.261239895,-0.261239894,2.635007159,2.635009216,0.937723868,0.937723814,-6.334507502,-6.334513412,7.27223137,7.272237226,0.577576685,0.577578383,706.3838677,706.3837479,1180.517385,1180.517188,523.3356623,523.335524,537.0898406,537.0897664,21.1518248,21.15182624,96.69192303,96.6917935,82.902457,82.90258653,362.6211428,362.6211794,459.3130658,459.3129729,362.7136394,362.7136666,459.4055624,459.4054601,34.20651041,34.20609056,0.043807667,0.04380843,3.997191461,3.997268606,289.4518299,289.4514031,7.195244877,7.195212205,57.25793945,57.25767945,3,3,10.16185358,10.1618596,4.199578549,4.199580549,6.4735266,6.473528065,7.292456272,7.292463929,4.199578549,4.199580549,6.4735266,6.473528065,-0.344724117
ARDFJWBFPXYFMH-UHFFFAOYSA-N_conf_0.gjf,CN(C)CC#Cc2ccccc2,1,7.384416842,7.384396787,3.65742206,3.657404797,-0.349689819,-0.349688818,-0.236352722,-0.236352175,0.469884497,0.469875536,0.559728844,0.559722284,-7.384416842,-7.384396787,7.944145686,7.944119071,1.748306785,1.748317487,388.2228047,388.3028073,566.8727851,566.9439108,254.6469446,254.1474343,232.8851866,232.1326258,17.03060802,17.01332525,89.68736997,89.67481917,89.90701006,89.91956086,105.1405097,105.2955921,194.8278797,194.9704112,105.5267643,105.4931072,195.2141343,195.1679263,89.91291254,89.89884332,0.0000738,0.0000856,0.006088108,0.007065788,6.711574379,6.711532329,2.04705769,2.04724871,4.422382183,4.422361023,6.711574379,6.711532329,2.04705769,2.04724871,4.422382183,4.422361023,CC(O1)(C)C(C)(C)OB1[Cu][P](C2CCCCC2)(C3CCCCC3)C4CCCCC4,6.239026915,6.236524887,2.613363402,2.549242946,-0.295710189,-0.296062864,-0.174829447,-0.171560547,2.504308433,2.466512898,0.237153386,0.227371055,-6.239026915,-6.236524887,6.4761803,6.463895942,2.469789984,2.52412811,696.7960824,687.7307912,1241.017199,1234.090887,559.7072818,557.1238961,620.4995323,620.4704253,20.40458216,20.48078257,107.3461106,107.0033675,72.24826943,72.59101254,376.3828079,376.7987559,483.7289185,483.8021234,376.240429,376.5411026,483.5865396,483.54447,36.72824227,31.05625285,0.22389887,0.264546003,6.189257336,7.096222399,280.4851813,274.4261234,8.208756369,8.140240076,65.32320764,64.77797231,3,3,9.683467935,9.583006443,4.282650093,4.184005418,6.664996739,6.635797136,7.447795111,7.503944196,4.282650093,4.184005418,6.664996739,6.635797136,-0.961164063
